de_sign,dec_rad,ded,dem,des,dm,glat,glon,hd_cat_num,hrn,n_spectral_type,n_vmag,name,ra_rad,rah,ram,ras,spectral_type,u_vmag,vmag,x,y,z
-,-0.4798201001941077,27.0,1.0,58.0,CD-2714659,-29.38,15.62,192310,7722,v,,,5.302702966640471,20.0,15.0,17.4,K0V,,5.73,0.49376703151667845,-0.7369541813864792,-0.4616195978554114
+,0.4814199853417693,24.0,14.0,20.0,BD+23 3935,-5.61,63.85,192342,7723,,,,5.2956634719907605,20.0,13.0,40.6,A1m,,6.56,0.48815967274529604,-0.7397943849915122,0.4630382293507046
+,0.3135047668894815,15.0,11.0,51.0,BD+14 4227,-10.61,56.24,192425,7724,,,67Rho Aql,5.298281465868753,20.0,14.0,16.6,A2V,,4.95,0.5259919906360738,-0.792606636898271,0.30839446319853536
-,-0.524980494589461,30.0,0.0,19.0,CD-3017773,-30.36,12.38,192433,7725,,,,5.305117338772396,20.0,15.0,50.6,K4III,,6.3,0.48339795958740167,-0.7177247772436283,-0.5011961260797224
+,1.0114910235828802,51.0,27.0,49.0,BD+51 2796,9.47,86.6,192439,7726,,,,5.29066019480171,20.0,12.0,31.8,K2.5III,,6.01,0.29001240987812255,-0.44432701083251797,0.8476239198850651
+,1.102684476999584,62.0,4.0,43.0,BD+61 1983,15.08,95.83,192455,7727,,,68    Dra,5.28652231003344,20.0,11.0,34.9,F5V,,5.75,0.24505112739360513,-0.3788578199488823,0.8924218157500988
-,-0.7472918080622388,36.0,27.0,16.0,CD-3614011,-32.02,5.09,192472,7728,,,,5.307524438699105,20.0,16.0,23.7,M4III,,6.39,0.41123349889752125,-0.6074178842309292,-0.6796547088786509
-,-0.6626433393405138,35.0,11.0,52.0,CD-3514020,-31.76,6.54,192486,7729,,,,5.3077280604451715,20.0,16.0,26.5,F2V,,6.53,0.4421089681695174,-0.6527365634205995,-0.6152029250889093
+,1.0164361231301977,46.0,48.0,57.0,BD+46 2881,6.87,82.71,192514,7730,,,30    Cyg,5.2940199536118,20.0,13.0,18.0,A5IIIn,,4.83,0.2891972429779329,-0.43984237372073853,0.8502374026903713
+,0.6705700430266547,28.0,41.0,41.0,BD+28 3675,-3.27,67.66,192518,7731,,,21    Vul,5.298128749559203,20.0,14.0,14.5,A7IVn,,5.18,0.43311338579876885,-0.652866139923662,0.6214326981927362
-,-1.1600621761588978,63.0,13.0,52.0,CP-63 4576,-33.82,333.13,192531,7732,,,,5.319109061609217,20.0,19.0,3.0,K0III,,6.27,0.2276613149979618,-0.3280196041309156,-0.9168279363976625
+,0.8497571795647393,43.0,22.0,45.0,BD+42 3642,4.93,79.85,192535,7733,,,,5.2958234605055265,20.0,13.0,42.8,K4III,,6.14,0.3636809206915736,-0.5509580245767431,0.7511201255987102
+,0.7867798823886104,36.0,36.0,19.0,BD+36 3949,1.14,74.23,192538,7734,,,,5.297437890063621,20.0,14.0,5.0,A0V,,6.45,0.3899528369034927,-0.5886892794661363,0.7080831287585938
+,0.9969466131495944,46.0,44.0,29.0,BD+46 2882,6.78,82.68,192577,7735,,,31    Cyg,5.295467122449912,20.0,13.0,37.9,K2II+B3V,,3.79,0.2989016132207497,-0.4531718290958106,0.8398173128293979
+,0.839430648157106,36.0,48.0,23.0,BD+36 3955,1.17,74.45,192640,7736,,,29    Cyg,5.299401385472115,20.0,14.0,32.0,A2V,,4.97,0.36992642334281056,-0.5560818831152,0.7442629781091148
+,0.760163611295697,42.0,6.0,13.0,BD+41 3668,4.13,78.85,192659,7737,,,,5.298645076129584,20.0,14.0,21.6,B9IV-V,,6.71,0.40095038113934534,-0.6037074065423357,0.6890400272481568
-,-0.2976513595171996,12.0,20.0,13.0,BD-12 5680,-24.35,31.12,192666,7738,,,3    Cap,5.307458988852155,20.0,16.0,22.8,B9pHg,,6.32,0.535917447843776,-0.7916955735701703,-0.29327565171014913
+,0.5913030061652456,25.0,35.0,31.0,BD+25 4165,-5.17,65.19,192685,7739,v,,,5.3025938835622215,20.0,15.0,15.9,B3Ve,,4.78,0.4620406291724254,-0.6897647834320811,0.5574432711324476
+,1.1260282557450083,56.0,34.0,4.0,BD+56 2376,12.06,91.08,192696,7740,,,33    Cyg,5.294449013719581,20.0,13.0,23.9,A3IV-Vn,,4.3,0.23652736968521593,-0.3594003318467694,0.9027104767633005
+,0.5345798054754299,23.0,30.0,31.0,BD+23 3944,-6.36,63.47,192713,7741,,,22    Vul,5.303633808908201,20.0,15.0,30.2,G3Ib-II,,5.15,0.47962877674404947,-0.7144136484323025,0.5094795142620097
+,1.2148946034923862,60.0,38.0,26.0,BD+60 2099,14.16,94.66,192781,7742,,,,5.294725357517814,20.0,13.0,27.7,gK5,,5.79,0.19163153924094584,-0.2910065380409378,0.9373326773273052
+,0.766926762147175,33.0,43.0,46.0,BD+33 3827,-0.68,71.99,192787,7743,,,,5.303161115569119,20.0,15.0,23.7,K0III,,5.66,0.401067760590031,-0.5980065646918375,0.6939256444322869
+,0.6843872329382764,27.0,48.0,51.0,BD+27 3666,-4.04,67.11,192806,7744,,,23    Vul,5.304790089537647,20.0,15.0,46.1,K3-IIIFe-1,,4.52,0.4326168169111339,-0.6427814018526328,0.6321983542829281
-,-1.0064004799312303,47.0,42.0,39.0,CD-4813509,-34.08,351.87,192827,7745,,,,5.3186000072440525,20.0,18.0,56.0,M1III,,6.31,0.304766519793348,-0.4395921028082987,-0.8449119194103187
+,0.5232351653374666,21.0,35.0,55.0,BD+21 4130,-7.57,61.96,192836,7746,,,18    Sge,5.30723355049044,20.0,16.0,19.7,K1III,,6.13,0.48540518850384495,-0.7174236074750683,0.49968507123087635
-,-0.3425208657038872,12.0,30.0,30.0,BD-12 5683,-24.7,31.09,192876,7747,,,5Alp1Cap,5.312993137022021,20.0,17.0,38.9,G3Ib,,4.24,0.5323125236588653,-0.7770712317394222,-0.33586258791194235
-,-0.5785766470361202,21.0,48.0,36.0,BD-22 5384,-28.31,21.5,192879,7748,,,4    Cap,5.314629383195766,20.0,18.0,1.4,K0III,,5.87,0.4742892428239325,-0.6899446372495992,-0.5468328004719724
-,-0.972221115413008,47.0,34.0,49.0,CD-4713340,-34.13,352.03,192886,7749,,,,5.320192620186497,20.0,19.0,17.9,F5V,,6.13,0.32177616714231694,-0.462551618449949,-0.8261392730820466
+,1.5301446996338621,77.0,42.0,41.0,BD+77  764,22.5,110.38,192907,7750,,,1Kap Cep,5.274770426403345,20.0,8.0,53.3,B9III,,4.39,0.02166957492646668,-0.03438130598821952,0.9991738363873679
+,1.007345866609394,47.0,42.0,52.0,BD+47 3059,7.05,83.67,192909,7751,,,32    Cyg,5.303495637009085,20.0,15.0,28.3,K3Ib+B3V,,3.98,0.2976469749873914,-0.4434816549798789,0.8454172342560582
+,0.8982627883597483,38.0,53.0,52.0,BD+38 3977,2.08,76.36,192934,7752,,,,5.306048181040127,20.0,16.0,3.4,A1V,,6.27,0.3484879983698011,-0.5163792495400971,0.7822458600955429
+,0.594575498512735,24.0,40.0,16.0,BD+24 4075,-5.97,64.61,192944,7753,,,24    Vul,5.3092261347197995,20.0,16.0,47.1,G8III,,5.32,0.46557736051247006,-0.6851727406244534,0.5601571537376069
-,-0.35204745453768954,12.0,32.0,41.0,BD-12 5685,-24.81,31.1,192947,7754,,,6Alp2Cap,5.314767555094882,20.0,18.0,3.3,G8IIIb,,3.57,0.5318534238003214,-0.7734538255292266,-0.3448204103095995
+,0.9336057057126336,50.0,13.0,58.0,BD+49 3236,8.38,85.82,192983,7755,,R,,5.304593739996798,20.0,15.0,43.4,A2Vn,,6.31,0.3320903969225414,-0.493628616453733,0.8037703386476777
+,0.937096364216622,45.0,34.0,46.0,BD+45 3119,5.8,81.93,192985,7756,,,,5.305844559294061,20.0,16.0,0.6,F5V:,,5.91,0.33113653121336595,-0.49088389311708275,0.8058421688979772
+,0.6605343998276874,37.0,3.0,23.0,BD+36 3978,0.99,74.87,192987,7757,,,,5.307851687933854,20.0,16.0,28.2,B6III,,6.48,0.4429163926653397,-0.6537545739616369,0.6135389361177993
-,-0.9732392241433381,55.0,3.0,3.0,CP-55 9365,-34.54,342.99,193002,7758,,,,5.325603140867679,20.0,20.0,32.3,M0-1III,,6.27,0.3237898703047161,-0.4601157879835969,-0.8267125144427709
+,0.7936884773444213,40.0,21.0,54.0,BD+39 4114,2.76,77.67,193092,7759,,,,5.309822455547565,20.0,16.0,55.3,K3.5IIab-IIb,,5.24,0.39445216912467096,-0.5797564593680636,0.7129445519069829
+,0.5449063368830629,29.0,8.0,53.0,BD+28 3695,-3.62,68.43,193094,7760,,,,5.312454993835989,20.0,17.0,31.5,G9III,,6.22,0.48291519527449583,-0.7057752034417516,0.5183379943432178
-,-0.3626648741539884,19.0,7.0,7.0,BD-19 5776,-27.66,24.48,193150,7761,,,7Sig Cap,5.320607135883846,20.0,19.0,23.6,K3II,,5.28,0.5342388072217052,-0.767286943458235,-0.35476702673282473
+,0.922042899418171,42.0,43.0,19.0,BD+42 3670,3.99,79.69,193217,7762,,,,5.31228046091079,20.0,17.0,29.1,K4II:,,6.29,0.34109922925500813,-0.49869948180904694,0.796837588624575
+,0.6718790399656505,38.0,1.0,59.0,BD+37 3871,1.32,75.83,193237,7763,,,34    Cyg,5.313596730055003,20.0,17.0,47.2,B2pe,,4.81,0.4426991914003366,-0.6454175471012533,0.6224577221203779
-,-0.5577781401165212,29.0,11.0,50.0,CD-2916981,-31.11,13.6,193281,7764,,,,5.325297708248581,20.0,20.0,28.1,A4/7V,,6.3,0.48806051402815903,-0.6939999261192168,-0.5293024061848678
-,-0.7872162147016091,35.0,40.0,25.0,CD-3614057,-32.75,6.22,193302,7765,,,,5.327028493090142,20.0,20.0,51.9,K3-4III,,6.46,0.40702105141270906,-0.5766418441362704,-0.7083911682806429
-,-1.1168652771720382,49.0,59.0,58.0,CD-5012929,-34.67,349.13,193307,7766,,,,5.330599145851513,20.0,21.0,41.0,G0V,,6.27,0.2541458255303179,-0.3573426734145051,-0.8987302782940427
+,0.8898270303084423,40.0,43.0,56.0,BD+40 4103,2.78,78.1,193322,7767,,,,5.315036626687897,20.0,18.0,7.0,O9V,,5.84,0.3568430869700791,-0.518644112135448,0.7769628666988516
-,-0.0380336332830431,1.0,4.0,43.0,BD-01 3951,-20.06,42.4,193329,7768,,,,5.322039760311525,20.0,19.0,43.3,K0,,6.06,0.5721671018166329,-0.8192551175994148,-0.0380244643081778
+,0.6457718232379019,37.0,0.0,0.0,BD+36 3998,0.63,75.05,193369,7769,,,36    Cyg,5.316607423014692,20.0,18.0,28.6,A2V,,5.58,0.4537200632682648,-0.6572341912106683,0.6018150231520483
+,0.8507025662429029,34.0,58.0,58.0,BD+34 3967,-0.54,73.4,193370,7770,,,35    Cyg,5.31737100456244,20.0,18.0,39.1,F5Ib,,5.17,0.37506333510982254,-0.5424099935613694,0.7517439015655878
+,0.283688725501245,13.0,13.0,1.0,BD+12 4289,-12.74,55.22,193373,7771,,,,5.3210143793759785,20.0,19.0,29.2,M1III,,6.21,0.5488874885707348,-0.7876415236683957,0.27989883008658617
-,-0.19940386704035215,6.0,21.0,42.0,BD-06 5451,-22.67,37.47,193429,7772,,,,5.325152264144248,20.0,20.0,26.1,K5,,6.63,0.5637338916935841,-0.8018518654276705,-0.1980850455389588
-,-0.4081888788101738,12.0,45.0,33.0,BD-13 5642,-25.48,31.17,193432,7773,,,8Nu  Cap,5.326148556258929,20.0,20.0,39.8,B9.5V,,4.76,0.5286260162968817,-0.7503246574350423,-0.3969476581856548
+,0.37037341168363,13.0,32.0,53.0,BD+13 4360,-12.67,55.57,193472,7774,,,,5.323268762993138,20.0,20.0,0.2,A5-F2m,,5.95,0.5346946144395206,-0.7635994098504343,0.36196354866953245
-,-0.4498586147015384,14.0,47.0,6.0,BD-15 5626,-26.32,29.12,193452,7775,,,,5.32664306621366,20.0,20.0,46.6,A0III,,6.1,0.5190073330756848,-0.7358988455151779,-0.43483821978190174
-,-0.4489132280233748,14.0,46.0,53.0,BD-15 5629,-26.37,29.15,193495,7776,,,9Bet Cap,5.327668447149207,20.0,21.0,0.7,F8V+A0,,3.08,0.5199986802967131,-0.735701651161642,-0.43398669676351875
+,0.8873544805347838,46.0,19.0,22.0,BD+45 3139,5.8,82.82,193536,7777,,,,5.318134586110188,20.0,18.0,49.6,B2V,,6.45,0.35954082854752145,-0.5191138327972873,0.7754039084282924
+,0.39335358016822203,14.0,34.0,9.0,BD+14 4263,-12.19,56.5,193556,7778,,,,5.324745020652116,20.0,20.0,20.5,G8III,,6.13,0.5308990956557239,-0.7558018508506494,0.3832880280972355
-,-0.7460555331754094,42.0,2.0,59.0,CD-4214836,-34.13,358.75,193571,7779,,,Kap1Sgr,5.3339807212772525,20.0,22.0,27.5,A0V,,5.59,0.4276467039042931,-0.5970094990558186,-0.6787473422982327
+,0.5043274317741948,17.0,47.0,35.0,BD+17 4294,-10.44,59.26,193579,7780,,,,5.324810470499066,20.0,20.0,21.4,gK5,,5.8,0.5032814652297086,-0.7163849795164895,0.48321871640013747
+,1.0639236231948768,55.0,23.0,50.0,BD+54 2329,10.84,90.45,193592,7781,,,,5.31633107921646,20.0,18.0,24.8,A2V s,,5.76,0.2756804563155258,-0.3995718357168056,0.8742669123943588
+,0.6804602421212893,37.0,7.0,57.0,BD+36 4008,0.48,75.31,193621,7782,,,,5.322403370572357,20.0,19.0,48.3,A0III,,6.57,0.44528944304103857,-0.637092258723168,0.6291508291270174
+,1.3754648946758645,66.0,51.0,14.0,BD+66 1281,16.92,100.45,193664,7783,,,,5.312440449425556,20.0,17.0,31.3,G3V,,5.93,0.10960064817008926,-0.16018513112514662,0.9809833952147793
+,0.7862708280234454,39.0,24.0,12.0,BD+38 4021,1.69,77.23,193702,7784,,,,5.324359593775634,20.0,20.0,15.2,A1V,,6.23,0.4058651557011584,-0.5782739931941652,0.7077235789366841
-,-1.6488998108216428,80.0,57.0,54.0,CP-81  901,-30.69,312.42,193721,7785,,,,5.381250055185434,20.0,33.0,17.5,G6-8II,,5.77,-0.04838218875254485,0.061212124228401714,-0.9969514730712623
+,1.0221084431991794,46.0,50.0,15.0,BD+46 2910,5.93,83.35,193722,7786,,,,5.322970602579255,20.0,19.0,56.1,B8/9IIIpSi,,6.5,0.2990380258963633,-0.42732846012603964,0.8532096144760171
-,-0.8437212492349254,42.0,25.0,22.0,CD-4214847,-34.44,358.34,193807,7787,,,Kap2Sgr,5.340213001147917,20.0,23.0,53.2,A5V,,5.64,0.390427371213593,-0.5379363833569567,-0.7471217539786139
-,-0.3284855096357661,9.0,39.0,17.0,BD-10 5369,-24.7,34.55,193896,7788,,,,5.336402365614395,20.0,23.0,0.8,G5IIIa,,6.3,0.5530557052892575,-0.768148585074159,-0.3226098853035497
+,0.5356706362579263,24.0,26.0,46.0,BD+23 3986,-7.09,65.09,193911,7789,,,25    Vul,5.332228119820042,20.0,22.0,3.4,B8IIIne,,5.54,0.49953495355380645,-0.699956031810383,0.5104178520685364
-,-1.1698069311491994,56.0,44.0,6.0,CP-57 9674,-35.19,340.91,193924,7790,,,Alp Pav,5.347899722061908,20.0,25.0,38.9,B2IV,,1.94,0.23169511702772616,-0.31412489333078264,-0.9206752544385196
+,1.0810860275061542,53.0,35.0,46.0,BD+53 2384,9.6,89.08,193944,7791,,,,5.325464968968563,20.0,20.0,30.4,K4III,,6.18,0.2706444478341097,-0.38470737003201055,0.8824691622371988
+,1.1495174785947653,62.0,15.0,27.0,BD+61 2000,14.36,96.48,193964,7792,,,71    Dra,5.321559794767226,20.0,19.0,36.7,B9V,,5.72,0.23398343809202973,-0.3353710092669223,0.9125667300761732
+,0.38869936882957046,14.0,33.0,5.0,BD+14 4275,-12.71,56.82,194012,7793,,,,5.33578422817098,20.0,22.0,52.3,F8V,,6.17,0.5402456215392609,-0.7513354383404494,0.37898512833806874
+,0.17707819702525804,5.0,20.0,35.0,BD+04 4434,-17.63,48.75,194013,7794,,,,5.337122313930843,20.0,23.0,10.7,G8III-IV,,5.31,0.5757349666885601,-0.7984353075550404,0.17615421590643443
+,0.7499825239923966,41.0,7.0,53.0,BD+40 4136,2.39,78.85,194069,7795,,,,5.332199030999175,20.0,22.0,3.0,G5III+A,,6.39,0.42503075533088147,-0.5955962475243397,0.6816259729190091
+,0.7653268769995136,40.0,15.0,24.0,BD+39 4159,1.87,78.15,194093,7796,,,37Gam Cyg,5.332977156957356,20.0,22.0,13.7,F8Ib,,2.2,0.41936210788584827,-0.5866867296401188,0.6927727648614084
+,0.6104289058850167,31.0,15.0,54.0,BD+30 4005,-3.33,70.81,194097,7797,,,,5.3347006695937,20.0,22.0,37.4,K2,,6.09,0.4776418876472115,-0.665791447763136,0.5732189592557768
+,0.993528676697772,45.0,47.0,42.0,BD+45 3152,5.04,82.7,194152,7798,v,,,5.332373563924374,20.0,22.0,5.4,K0III,,5.58,0.317085180781056,-0.4441679753929505,0.837956918799751
-,-0.9066258243588879,40.0,47.0,47.0,CD-4114024,-34.58,0.35,194184,7799,,,,5.3485542205314065,20.0,25.0,47.9,K3III,,6.09,0.366216286115534,-0.4958247717792263,-0.7874283633917587
+,0.7224208662213195,41.0,1.0,34.0,BD+40 4141,2.22,78.84,194193,7800,,,,5.335275173805815,20.0,22.0,45.3,K7III,,5.93,0.43765721421573905,-0.6093168914512928,0.6612027590966725
-,-0.662352451131848,28.0,39.0,48.0,CD-2917049,-32.01,14.55,194215,7801,,,,5.347019785230694,20.0,25.0,26.8,G8II/III,,5.85,0.46751436540739744,-0.6350100975817076,-0.6149735718768642
+,0.990474350506782,42.0,59.0,0.0,BD+42 3721,3.32,80.46,194220,7802,v,,,5.336016938737913,20.0,22.0,55.5,K0III,,6.2,0.3201944993334288,-0.445085326801493,0.8362861558477594
+,0.0354156394050516,1.0,4.0,7.0,BD+00 4495,-20.09,45.03,194244,7803,,,,5.343434588058889,20.0,24.0,37.5,B9V,,6.15,0.5896193519530812,-0.8069047506341351,0.035408236421664616
+,1.417280074671562,68.0,52.0,49.0,BD+68 1121,17.72,102.43,194258,7804,,,,5.323690550895703,20.0,20.0,6.0,M4.5-5III,,5.55,0.08776249645760498,-0.12522150933889145,0.9882395042773886
+,1.3561935508517604,63.0,58.0,49.0,BD+63 1618,15.11,98.1,194298,7805,,,,5.328446573107387,20.0,21.0,11.4,K5III,,5.69,0.12305259047785733,-0.17380948612852778,0.9770610638585624
+,0.6082472443200239,32.0,11.0,24.0,BD+31 4062,-3.02,71.72,194317,7806,,,39    Cyg,5.3401039180696666,20.0,23.0,51.7,K2.5IIIFe-0.5,,4.43,0.48196564421531246,-0.6642115202123091,0.5714299381493518
+,0.7704901427033302,37.0,28.0,35.0,BD+37 3916,0.04,76.04,194335,7807,,,,5.3395730470888525,20.0,23.0,44.4,B2Ven,,5.9,0.42111784082951015,-0.5810039380802781,0.6964870336699024
-,-0.7512915209313925,37.0,24.0,11.0,CD-3713741,-34.26,4.46,194433,7808,,,,5.353288426127441,20.0,26.0,53.0,K2IV-V,,6.25,0.4369622098889513,-0.5857851361632563,-0.682583182754424
-,-0.24441881733137255,2.0,48.0,1.0,BD-03 4888,-22.19,41.54,194454,7809,,,,5.348161521449707,20.0,25.0,42.5,gK1,,6.11,0.5761504633670008,-0.7806985938162238,-0.24199245685632703
+,0.18929550178921833,10.0,3.0,23.0,BD+09 4526,-15.71,53.3,194526,7810,v,,,5.348270604527957,20.0,25.0,44.0,K5III,,6.33,0.5832784749715502,-0.790176809474343,0.18816702794010057
+,0.47378416986429406,21.0,24.0,35.0,BD+20 4559,-9.48,63.02,194577,7811,,,,5.348016077345375,20.0,25.0,40.5,G6III,,5.66,0.5282870332118318,-0.7160603811918669,0.45625688052630964
-,-1.4893476283684943,81.0,17.0,20.0,CP-81  906,-30.75,311.99,194612,7812,,,,5.403146665092745,20.0,38.0,18.6,K5III,,5.91,0.05183534951435758,-0.06270829677510652,-0.9966848880445061
+,0.5580690283251868,19.0,51.0,54.0,BD+19 4408,-10.41,61.77,194616,7813,,,,5.34952142382522,20.0,26.0,1.2,K0III,,6.41,0.5046353239411353,-0.6818510486910206,0.5295491830130424
-,-0.36957346910979927,18.0,12.0,42.0,BD-18 5685,-29.08,26.22,194636,7814,,,10Pi  Cap,5.355193743894201,20.0,27.0,19.2,B8II-III,,5.25,0.5589693016854761,-0.746374617318822,-0.36121773267024576
+,1.0695232212116919,53.0,33.0,7.0,BD+53 2397,9.08,89.38,194668,7815,,,,5.343063705592841,20.0,24.0,32.4,B9.5III,,6.51,0.283370964483784,-0.3881003730030418,0.8769714915334648
+,0.3793182241001009,17.0,18.0,56.0,BD+16 4259,-11.91,59.66,194688,7816,,,,5.351121308972881,20.0,26.0,23.2,K0,,6.22,0.5538002166731882,-0.7457832650031703,0.37028724208908526
-,-0.7668540400950085,35.0,35.0,45.0,CD-3614166,-34.31,6.69,194783,7817,v,,,5.361556923458764,20.0,28.0,46.7,B8II/III,,6.1,0.4353158582358539,-0.5736200622410117,-0.6938732793262756
+,1.186823891356144,59.0,36.0,0.0,BD+59 2228,12.38,94.55,194882,7818,,,,5.345441716698683,20.0,25.0,5.1,A2IV s,,6.44,0.22162052118514192,-0.3020172915915587,0.9271838545667873
-,-0.45596726708351865,15.0,44.0,30.0,BD-16 5609,-28.46,28.97,194918,7819,,,,5.361331485097048,20.0,28.0,43.6,K0III,,6.41,0.5426017068225854,-0.715326518291082,-0.44033096641364594
+,0.25416357232167425,8.0,26.0,15.0,BD+07 4477,-17.07,52.19,194937,7820,,,,5.35870621901384,20.0,28.0,7.5,G9III,,6.25,0.5829025866524323,-0.7726606903976752,0.2514359401280804
-,-0.14602588075019224,3.0,21.0,28.0,BD-03 4906,-23.05,41.36,194939,7821,,,68    Aql,5.359971582721535,20.0,28.0,24.9,B9V,,6.13,0.5968397824374555,-0.7890563038804425,-0.14550746855933383
-,-0.5097088636345106,17.0,48.0,49.0,BD-18 5689,-29.27,26.8,194943,7822,,,11Rho Cap,5.361913261514379,20.0,28.0,51.6,F2IV,,4.78,0.527928469670608,-0.6951421018718933,-0.487923138533495
+,0.6795148554431256,34.0,19.0,44.0,BD+33 3910,-2.34,73.86,194951,7823,,,,5.354357440294287,20.0,27.0,7.7,F1II,,6.39,0.4657722911575856,-0.6230167430356991,0.6284157148631812
+,0.28019806699725636,2.0,56.0,13.0,BD+02 4175,-19.95,47.24,194953,7824,,,,5.359382534098987,20.0,28.0,16.8,G8III,,6.21,0.5792818811763011,-0.7667821163517236,0.2765459965069422
-,-0.48651052899341934,22.0,23.0,30.0,BD-22 5442,-31.01,21.9,195006,7825,,,,5.364800326985386,20.0,29.0,31.3,M1III,,6.16,0.5366617982752088,-0.7024219373848979,-0.4675441542276683
+,0.7784895684416374,38.0,26.0,25.0,BD+37 3941,-0.02,77.26,195050,7826,,,40    Cyg,5.3562918468819145,20.0,27.0,34.3,A3V,,5.62,0.4274137879236873,-0.5694083148542907,0.70220483113371
+,1.1446451010996144,56.0,38.0,20.0,BD+56 2421,10.59,92.13,195066,7827,,,,5.35114312558853,20.0,26.0,23.5,B9V,,6.36,0.24644900388558308,-0.3318690747460089,0.9105634550711069
+,0.9555677654668955,49.0,23.0,0.0,BD+48 3128,6.4,86.14,195068,7828,,,43    Cyg,5.353964741212589,20.0,27.0,2.3,dF0,,5.69,0.34539750848079953,-0.4623820190257949,0.8166415551616789
-,-0.46774823953448025,18.0,35.0,12.0,BD-19 5830,-29.78,26.07,195093,7829,,,12Omi Cap,5.366342034491315,20.0,29.0,52.5,A7V,,6.74,0.5429855093113378,-0.708432198576376,-0.4508775406894307
-,-0.46687557490848314,18.0,35.0,0.0,BD-19 5831,-29.78,26.08,195094,7830,,,12Omi Cap,5.366443845364348,20.0,29.0,53.9,A3Vn,,5.94,0.5432968135314912,-0.7086889062079347,-0.45009844103743496
-,-0.2667444873464667,2.0,53.0,8.0,BD-03 4918,-23.1,41.97,195135,7831,,,69    Aql,5.365360286787068,20.0,29.0,39.0,K2III,,4.91,0.5860626389238747,-0.7661916196776528,-0.2635924604257851
-,-0.5355979142057599,29.0,6.0,45.0,CD-2917122,-33.29,14.42,195206,7832,,,,5.371018062445616,20.0,30.0,56.8,A5V,,6.39,0.5263263480041945,-0.6800867795715271,-0.5103553150978216
+,0.37204601888345795,20.0,5.0,16.0,BD+19 4423,-10.94,62.41,195217,7833,,,,5.364058562053289,20.0,29.0,21.1,A3m,,6.55,0.565020303145099,-0.7406778267782371,0.3635222330929544
+,0.6201009388231521,30.0,22.0,7.0,BD+29 4057,-5.04,70.91,195295,7834,,,41    Cyg,5.364247639388921,20.0,29.0,23.7,F5II,,4.01,0.49371599749551115,-0.6469522288422492,0.5811173095107891
+,0.7473645301144052,36.0,27.0,17.0,BD+35 4141,-1.47,75.85,195324,7835,,,42    Cyg,5.3640076566167725,20.0,29.0,20.4,A1Ib,,5.88,0.4448383830822401,-0.583194460088257,0.6797080510477602
+,0.409061543436171,10.0,53.0,45.0,BD+10 4303,-16.21,54.66,195325,7836,,,1    Del,5.368196446821559,20.0,30.0,18.0,A1eShell,,6.08,0.5594875973437411,-0.7271655791014612,0.39774847452701106
-,-0.2765619643889348,15.0,3.0,23.0,BD-15 5696,-28.71,29.94,195330,7837,,,,5.371563477836864,20.0,31.0,4.3,gG5+F,,6.12,0.5891907761890888,-0.760459067171205,-0.2730498789796468
-,-1.3642656986422343,69.0,36.0,40.0,CP-70 2792,-34.32,325.19,195402,7838,,,,5.392463795629497,20.0,35.0,51.7,K2III,,6.11,0.12895568452136122,-0.15944369030278868,-0.978748252132414
+,0.5076726461738507,20.0,36.0,21.0,BD+20 4602,-10.95,63.06,195479,7839,,,,5.371112601113433,20.0,30.0,58.1,A1m,,6.18,0.5349079211993978,-0.6910403796607139,0.48614474132352314
+,0.260199502651488,11.0,15.0,38.0,BD+10 4307,-16.21,55.1,195483,7840,,,,5.372196159690712,20.0,31.0,13.0,B8V,,7.11,0.5923313133506779,-0.7635142707378867,0.25727334413781433
+,1.0285079837898252,45.0,55.0,43.0,BD+45 3196,3.99,83.6,195506,7841,,,,5.366880177677347,20.0,29.0,59.9,K2III,,6.41,0.314177198198802,-0.40944986151022467,0.856529917189825
-,-0.6659885537401695,24.0,56.0,38.0,CD-2514854,-32.54,19.33,195549,7842,,,,5.379424731676055,20.0,32.0,52.4,A0,,6.36,0.48645617862358526,-0.6177686850367993,-0.6178367406255817
+,0.9952012838975999,56.0,4.0,5.0,BD+55 2411,9.92,91.89,195554,7843,,,,5.364494894366287,20.0,29.0,27.1,B9Vne,,5.91,0.3303354032903842,-0.43264081996253706,0.8388685488413085
+,1.0869037916794688,48.0,57.0,6.0,BD+48 3142,5.74,86.07,195556,7844,,,45Ome1Cyg,5.367141977065145,20.0,30.0,3.5,B2.5IV,,4.95,0.2833069957262237,-0.3690183500931477,0.8851907158726375
-,-0.3804817769347638,9.0,51.0,12.0,BD-10 5423,-26.86,35.45,195564,7845,,,,5.377337608778879,20.0,32.0,23.7,G2.5IV,,5.65,0.5728931241238292,-0.7306705133303057,-0.3713678355502348
